"","PANID","VEND","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT","Panelist.Type","Combined.Pre.Tax.Income.of.HH","Family.Size","HH_RACE","Type.of.Residential.Possession","COUNTY","HH_AGE","HH_EDU","HH_OCC","Age.Group.Applied.to.Male.HH","Education.Level.Reached.by.Male.HH","Occupation.Code.of.Male.HH","Male.Working.Hour.Code","MALE_SMOKE","Age.Group.Applied.to.Female.HH","Education.Level.Reached.by.Female.HH","Occupation.Code.of.Female.HH","Female.Working.Hour.Code","FEM_SMOKE","Number.of.Dogs","Number.of.Cats","Children.Group.Code","Marital.Status","Language","Number.of.TVs.Used.by.HH","Number.of.TVs.Hooked.to.Cable","HISP_FLAG","HISP_CAT","HH.Head.Race..RACE2.","HH.Head.Race..RACE3.","Microwave.Owned.by.HH","ZIPCODE","FIPSCODE","market.based.upon.zipcode","IRI.Geography.Number","EXT_FACT"
"2488","1190066","33200",1,"GR",3.99,1474,"18370","NONE",0,0,0.3938,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLRD AND BAKING SODA","ANTI CAVITY ANTIPLAQ","MISSING",1,54,0,3,1,"1",2,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",1,0,8,1,".","1","2","0",".","1",1,"1",1201,25003,1,1,1
"2489","1190512","10310",1,"GR",3.99,1465,"32294","NONE",0,0,0.0938,"REGULAR","BERRY BLAST","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE FREE","ANTI CAVITY","RED",1,4,0,3,2,"1",1,"C",4,6,10,0,4,1,3,".",4,6,10,4,".",0,1,8,2,".","2","2",".",".",".",1,"1",1201,25003,1,1,1
"2490","1190512","10310",1,"GR",3.99,1452,"33973","NONE",0,0,0.0938,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE FREE","REGULAR","MISSING",1,4,0,3,2,"1",1,"C",4,6,10,0,4,1,3,".",4,6,10,4,".",0,1,8,2,".","2","2",".",".",".",1,"1",1201,25003,1,1,1
"2491","1190660","53100",1,"DR",1.99,1461,"33300","NONE",0,0,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,9,2,"1",2,"C",5,8,1,5,6,7,3,"0",5,8,1,2,"0",4,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2492","1190660","53100",1,"DR",1.99,1445,"32210","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,9,2,"1",2,"C",5,8,1,5,6,7,3,"0",5,8,1,2,"0",4,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2493","1190686","37000",1,"GR",3.49,1457,"46093","NONE",0,0,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","VANILLA AND WHITE",1,145,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2494","1190686","35000",1,"GR",3.49,1439,"74214","NONE",0,0,0.5125,"REGULAR","VANILLA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2495","1190686","53100",1,"GR",2.39,1439,"32210","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2496","1190686","35000",1,"GR",3.49,1429,"74214","NONE",0,0,0.5125,"REGULAR","VANILLA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2497","1190686","37000",1,"GR",3.49,1473,"46093","NONE",0,0,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","VANILLA AND WHITE",1,145,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2498","1190686","37000",1,"GR",3.49,1473,"42728","NONE",1,0,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,145,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2499","1190686","35000",1,"GR",2.5,1464,"51300","A",0,1,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","MISSING",1,117,0,11,4,"1",2,"C",3,5,1,3,4,6,3,"0",3,5,1,3,"0",4,0,3,2,"1","4","1","0",".","1",1,"1",1223,25003,1,1,1
"2500","1190744","37000",1,"DR",2.49,1473,"32024","A",0,0,0.4,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,0,10,1,"1",2,"C",5,5,1,7,9,11,7,".",5,5,1,3,"0",0,1,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"2501","1190744","37000",1,"DR",1.97,1428,"32805","B",0,1,0.275,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","BLUE & WHITE",1,145,0,10,1,"1",2,"C",5,5,1,7,9,11,7,".",5,5,1,3,"0",0,1,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"2502","1190744","37000",1,"GR",2.99,1448,"32807","B",0,1,0.5,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","BLUE & WHITE",1,145,0,10,1,"1",2,"C",5,5,1,7,9,11,7,".",5,5,1,3,"0",0,1,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"2503","1190744","37000",1,"GR",2.49,1472,"32024","NONE",0,0,0.4,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,0,10,1,"1",2,"C",5,5,1,7,9,11,7,".",5,5,1,3,"0",0,1,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"2504","1190777","37000",1,"GR",2.99,1452,"392","NONE",0,0,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY TRTR CTL","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2505","1190777","37000",2,"GR",3.98,1436,"310","A",0,1,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2506","1190777","33200",1,"GR",2.09,1448,"63930","B",0,1,0.2188,"REGULAR","MISSING","PASTE AND GEL","PUMP IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,54,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2507","1190777","37000",2,"GR",4.98,1427,"391","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY TRTR CTL","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2508","1190777","37000",2,"GR",3.98,1440,"72828","B",0,1,0.5125,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2509","1190777","53100",2,"GR",4.62,1449,"32420","NONE",0,0,0.2688,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2510","1190777","33200",1,"GR",1.87,1448,"81680","NONE",0,1,0.2188,"REGULAR","REFRESHING MINT","PASTE AND GEL","PUMP IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHITENING ANTI CAVTY","BLUE & WHITE",1,54,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2511","1190777","33200",1,"GR",2,1455,"63930","B",0,1,0.2188,"REGULAR","MISSING","PASTE AND GEL","PUMP IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,54,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2512","1190777","37000",1,"GR",2.99,1455,"6221","B",0,1,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","STANNOUS FLUORIDE","SNSTV ANTC ANT GNGV","BLU",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2513","1190777","53100",1,"GR",2.69,1450,"32420","NONE",0,0,0.2688,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2514","1190777","37000",2,"GR",3.98,1471,"392","B",0,1,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY TRTR CTL","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2515","1190777","37000",1,"GR",2.99,1465,"392","NONE",0,0,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY TRTR CTL","WHITE",1,145,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2516","1190777","33200",1,"GR",5.99,1447,"23225","NONE",0,0,0.6563,"TWIN PACK","MISSING","PASTE AND GEL","PUMP REFILL","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,54,0,9,2,"1",2,"C",4,4,4,6,6,10,4,"1",4,4,4,3,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2517","1191197","33200",1,"GR",3.99,1436,"18663","NONE",0,0,0.2688,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLRD AND BAKING SODA","EXTR WHTNN TRTR CNTR","MISSING",1,54,0,6,2,"1",2,"C",6,8,10,6,8,10,4,"1",6,8,10,4,"0",0,1,8,2,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"2518","1191197","35000",1,"GR",3.49,1459,"76201","NONE",2,0,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,0,6,2,"1",2,"C",6,8,10,6,8,10,4,"1",6,8,10,4,"0",0,1,8,2,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"2519","1191197","35000",1,"GR",3.49,1439,"74100","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,0,6,2,"1",2,"C",6,8,10,6,8,10,4,"1",6,8,10,4,"0",0,1,8,2,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"2520","1191197","35000",1,"GR",3.49,1449,"74003","NONE",1,0,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,0,6,2,"1",2,"C",6,8,10,6,8,10,4,"1",6,8,10,4,"0",0,1,8,2,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"2521","1191239","35000",2,"DR",2.7,1433,"50900","B",0,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2522","1191239","35000",2,"DR",1.76,1448,"51400","B",0,1,0.2875,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2523","1191239","35000",1,"GR",3.49,1471,"74019","NONE",0,0,0.975,"TWIN PACK","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TARTAR CONTROL","WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2524","1191239","35000",1,"DR",2.99,1473,"74127","B",0,1,0.4875,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","MISSING",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2525","1191239","35000",1,"DR",1.99,1441,"74118","B",0,1,0.2625,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","BLUE & WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2526","1191239","35000",1,"GR",1.82,1443,"74119","NONE",0,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","BLUE & WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2527","1191239","35000",1,"GR",1.85,1443,"74126","NONE",2,1,0.375,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,0,4,1,"1",1,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","1","1","0",".","1",1,".",1201,25003,1,1,1
"2528","1191353","35000",3,"GR",2.94,1451,"50900","A",2,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,10,3,"1",2,"C",4,8,1,5,8,1,3,"0",4,8,1,2,"0",1,4,8,2,".","4","4","0",".","1",1,"1",1226,25003,1,1,1
"2529","1191353","53100",1,"GR",2.39,1441,"32210","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,10,3,"1",2,"C",4,8,1,5,8,1,3,"0",4,8,1,2,"0",1,4,8,2,".","4","4","0",".","1",1,"1",1226,25003,1,1,1
"2530","1191510","37000",1,"GR",2.99,1461,"32857","NONE",0,0,0.3625,"REGULAR","CLEAN MINT","PASTE","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","GREEN",1,145,6,10,2,"1",2,"C",5,5,1,5,7,1,3,"0",5,5,1,3,"0",1,2,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2531","1191510","37000",1,"GR",2.99,1449,"6224","NONE",0,1,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,6,10,2,"1",2,"C",5,5,1,5,7,1,3,"0",5,5,1,3,"0",1,2,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2532","1191510","37000",1,"GR",1.99,1466,"32857","B",2,1,0.3625,"REGULAR","CLEAN MINT","PASTE","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","GREEN",1,145,6,10,2,"1",2,"C",5,5,1,5,7,1,3,"0",5,5,1,3,"0",1,2,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2533","1191510","35000",1,"GR",1.27,1428,"76416","NONE",0,1,0.2875,"REGULAR","ICY BLAST","LIQUID GEL","PLASTIC BOTTLE","MISSING","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,117,6,10,2,"1",2,"C",5,5,1,5,7,1,3,"0",5,5,1,3,"0",1,2,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2534","1191510","37000",1,"GR",4.49,1435,"6225","NONE",0,0,0.4875,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED & WHITE",1,145,6,10,2,"1",2,"C",5,5,1,5,7,1,3,"0",5,5,1,3,"0",1,2,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"2535","1191692","53100",1,"GR",3.99,1428,"36100","NONE",0,0,0.375,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2536","1191692","53100",1,"GR",1.26,1428,"561","NONE",1,0,0.0813,"REGULAR","MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","ORANGE AND WHITE",1,39,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2537","1191692","37000",1,"GR",2.5,1440,"38593","A",0,1,0.2875,"REGULAR","MINTY FRESH","LIQUID GEL","PLASTIC BOTTLE","MISSING","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE AND GREEN",1,145,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2538","1191692","35000",1,"GR",2.61,1457,"74119","NONE",0,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","BLUE & WHITE",1,117,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2539","1191692","37000",1,"GR",2.99,1471,"6221","NONE",0,1,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","STANNOUS FLUORIDE","SNSTV ANTC ANT GNGV","BLU",1,145,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2540","1191692","35000",2,"GR",6,1444,"74120","A",2,1,0.4875,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","BLUE & WHITE",1,117,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2541","1191692","37000",1,"GR",2.99,1471,"12563","NONE",2,1,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT GNGTRTCNTANT","WHITE",1,145,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2542","1191692","35000",2,"GR",3.98,1470,"74022","B",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2543","1191692","53100",1,"GR",2.39,1430,"32250","NONE",0,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2544","1191692","35000",2,"GR",3.48,1448,"76104","A",0,1,0.5125,"REGULAR","BRISK MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHITENING ANTI CAVTY","MISSING",1,117,0,7,3,"1",2,"C",5,6,3,5,7,3,3,"0",5,6,3,3,"0",1,5,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"2545","1191874","37000",1,"GR",2.49,1440,"41350","NONE",0,0,0.275,"REGULAR","COOL PEPPERMINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,145,0,5,2,"1",2,"C",4,6,8,3,4,1,3,".",4,6,8,3,"1",0,2,8,3,".","3","3","0",".","1",1,"1",1226,25003,1,1,1
"2546","1191874","33235",2,"DR",39.98,1478,"30185","NONE",1,1,0.875,"REGULAR","MISSING","KIT","PEGGED BOX","TOOTH WHITENER","SHELF STABLE","MISSING","WHITENING","MISSING",1,1,0,5,2,"1",2,"C",4,6,8,3,4,1,3,".",4,6,8,3,"1",0,2,8,3,".","3","3","0",".","1",1,"1",1226,25003,1,1,1
"2547","1191874","37000",1,"GR",1.99,1440,"32857","B",0,1,0.3625,"REGULAR","CLEAN MINT","PASTE","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","GREEN",1,145,0,5,2,"1",2,"C",4,6,8,3,4,1,3,".",4,6,8,3,"1",0,2,8,3,".","3","3","0",".","1",1,"1",1226,25003,1,1,1
"2548","1192013","35000",1,"GR",2.99,1445,"50900","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,6,8,3,"1",2,"C",4,6,1,4,4,1,3,"0",4,6,1,3,"0",1,2,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2549","1192013","35000",1,"GR",2,1455,"51300","A",0,1,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","MISSING",1,117,6,8,3,"1",2,"C",4,6,1,4,4,1,3,"0",4,6,1,3,"0",1,2,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2550","1192013","53100",1,"GR",2.39,1470,"32210","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,6,8,3,"1",2,"C",4,6,1,4,4,1,3,"0",4,6,1,3,"0",1,2,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2551","1192013","35000",1,"GR",2.79,1454,"50900","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,6,8,3,"1",2,"C",4,6,1,4,4,1,3,"0",4,6,1,3,"0",1,2,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"2552","1192013","35000",1,"GR",2.99,1460,"74003","NONE",0,0,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,6,8,3,"1",2,"C",4,6,1,4,4,1,3,"0",4,6,1,3,"0",1,2,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
